Term, TermFreq >= 1, PosClassDiff (correct-estimate), NegClassDiff, PosClassAvDiff, NegClassAvDiff, CorrectClass1pos, CorrectClass2pos, CorrectClass3pos, CorrectClass4pos, CorrectClass5pos, CorrectClass1neg, CorrectClass2neg, CorrectClass3neg, CorrectClass4neg, CorrectClass5neg, ,
presumably,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
previously,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
primarily,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
primary,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
primitive,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
primitives,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
printer,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0, ,
prints,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
prior,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
pro,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
problematic,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
procedures,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
processes,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
procjectcontrol,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
profile,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
programlisting,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
projectmanager,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
projectscopedpayload,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
prominence,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
prone,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
properties,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
propose,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
proppatchprops,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
propvalue,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
propvalues,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
protect,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
prototype,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
provide,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
provides,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
pthread,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
ptr,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
ptrsize,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
pty,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
pubic,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
pulling,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
punctuated,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
purposes,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
pursuing,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
qaim,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
qcryptographichash,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
qdeclarativeitem,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
qemu,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
qguiapplication,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
qitemmodel,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
qlatin1string,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
qml,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
qprintable,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
qpropertyanimation,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
qre,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
qsettings,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
qskip,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
qstring,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
qstringliteral,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
qt4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
qt5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
qtandroid,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
qtbase,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
qtypeinfo,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
querylimit,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
queue,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
queued,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
quicker,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
quoted,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
qweakpointer,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
qwerty,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
racy,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
raise,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
ratio,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
rationale,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
rbac,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
rbd,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
rdb01,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
rdescription,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
reachable,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
reaching,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
readability,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
reader,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
readers,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
reads,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
readstring,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
realised,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
realize,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
realized,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
reasoning,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
rebased,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
reboot,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
receivecommits,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
receives,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
recognised,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
recognize,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
recommend,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
recommendation,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
reconsider,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
record,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
recording,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
recover,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
rectangle,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
redirect,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
reduced,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
referenced,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
referenceindex,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
referring,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
refers,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0, ,
reflect,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
reflection,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
regionofinterestimagefilter,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
registration,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
registry,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
regular,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
reimport,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
reindex,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
reinstall,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0, ,
reject,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
relationships,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
reliable,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
rely,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
remains,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0, ,
reminds,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
remote,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
remoteaddr,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
rename,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
render,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
rendering,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
reoccurring,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
rephrased,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
replaceto,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
replicating,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
reported,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
representation,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
representative,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
requested,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
requests,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
requiring,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
requisite,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
reservation,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
responsability,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
restorecon,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
rethrown,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
retrieval,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
reuse,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
reused,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
reverse,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
reversed,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
reverting,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
reviewed,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0, ,
reviewer's,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
reviews,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
revisit,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
reworking,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
rewriting,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
rgbz,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
rights,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
risk,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
rjmp,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
roan,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
robust,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
roger,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
roman,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
rotational,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
round,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
roundtrip,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
rows,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
rpcapi,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
rpcs,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
rsa,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
rst,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
rstr,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
rt,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
rtl,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
runnable,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
running,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
runs,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
runtimeexception,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
russian,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
rwmolecule,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
rx,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
sadly,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
said,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
sake,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
saved,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
saw,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
sayin,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
scaricamenti,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
scattered,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
schemaversion,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
scheme,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
scresid,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
scripted,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
scroll,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
sdk's,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
sdkpathchanged,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
sdn,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
searchable,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
sebool,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
sec,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
secondary,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
secret,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
section,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
seekgroup,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
seemed,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
segmented,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
selector,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
semantic,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
semantically,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
sends,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
sensible,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
sent,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
sentences,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
sep,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
separately,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
separator,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
separators,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
sequentially,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
serial,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
serialization,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
serialize,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
servers,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
setdataframeobject,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
setdefault,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
setfocus,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
setinexact,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
setpagetitle,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
settop,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
several,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
sformula,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
sha,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
sha1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
sha384,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
shapes,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
share,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
sharing,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
shawn,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
shifting,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
shortened,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
shorter,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
shot,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
showbannereditor,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
shuould,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
shut,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
signal,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
signals,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
significant,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
silently,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
similarly,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
simpli,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
simplify,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
singleton,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
singletons,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
singular,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
site,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
situation,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
six,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
siz,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
sizes,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
skimmed,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
skip,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
skipped,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
skipsystemdependencycheck,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
sl,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
slash,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
slicer,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0, ,
slipped,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0, ,
slow,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
slowing,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
smaller,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
sneaky,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
snippets,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
sockets,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
solve,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
somewhen,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
sought,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
sourcecrop,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
sp,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
spacer,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
speak,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
specialized,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
specifically,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
specified,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
specifying,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
specs,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
spells,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
spread,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
spy,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
ssl,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
stability,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
stable,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
standalone,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
standardize,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
standpoint,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
stands,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
star,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
startup,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
stated,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
states,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
staticmethod,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
stats,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
stay,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
stays,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
stder,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
stefan,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
steps,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
sth,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
stick,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
sting,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
stl,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
storage,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
storagecomandbase,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
storagepoolid,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0, ,
storeinhttpsession,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
stores,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
strcpy,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
streaming,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
strict,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
stringref,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
strlist,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
strong,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
strpos,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
stuck,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
stw,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
styled,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
styles,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
stylistic,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
subclasses,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
subnets,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
subsequent,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
substring,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
subversion's,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
succeeded,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0, ,
success,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0, ,
suddenly,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
suffer,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
suffix,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
suggested,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
suggestions,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
summary,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
sun,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
super,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0, ,
supervdsmserver,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
supplying,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
supportable,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0, ,
supportedsignaturealgorithms,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
suspect,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
switches,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
swt,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
symbolized,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
symmetric,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
syscall,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
sysprep,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
̡,16,0,0,-0.025,0,16,0,0,0,0,16,0,0,0,0, ,
keep,16,1,0,-0.05263158,0,8,8,0,0,0,9,7,0,0,0, ,
path,18,0,0,-0.1,0,14,4,0,0,0,9,9,0,0,0, ,
value,19,0,0,-0.11111111,0,0,19,0,0,0,14,5,0,0,0, ,
fails,19,8,0,-0.125,0,10,8,1,0,0,0,0,18,1,0, ,
org,19,0,0,-0.125,0,12,7,0,0,0,14,4,0,1,0, ,
both,23,1,0,-0.14285715,0,16,7,0,0,0,13,9,1,0,0, ,
up,20,0,0,-0.14285715,0,12,8,0,0,0,16,4,0,0,0, ,
string,27,0,0,-0.2,0,17,10,0,0,0,15,11,1,0,0, ,
error,24,0,0,-0.2,0,13,11,0,0,0,0,22,2,0,0, ,
after,23,2,0,-0.2,0,16,6,1,0,0,11,10,1,1,0, ,
=,31,1,0,-0.25,0,26,4,1,0,0,24,6,1,0,0, ,
into,31,1,0,-0.25,0,23,8,0,0,0,24,7,0,0,0, ,
remove,40,-1,0,-0.33333334,0,26,14,0,0,0,24,13,2,1,0, ,
simpler,2,0,-1,-0.33333334,0,2,0,0,0,0,2,0,0,0,0, ,
come,2,0,-1,-0.5,0,1,1,0,0,0,2,0,0,0,0, ,
depends,2,0,-1,-0.5,0,1,1,0,0,0,1,1,0,0,0, ,
guava,2,0,-1,-0.5,0,2,0,0,0,0,1,1,0,0,0, ,
curious,1,0,-1,-1,0,1,0,0,0,0,1,0,0,0,0, ,
lint,1,0,-1,-1,0,1,0,0,0,0,1,0,0,0,0, ,
randomaccessfile,1,0,-1,-1,0,1,0,0,0,0,1,0,0,0,0, ,
yeh,1,0,0,0.02,0.02,1,0,0,0,0,0,1,0,0,0, ,
part,17,0,1,0.06122449,0.020408163,12,5,0,0,0,12,5,0,0,0, ,
