Term	TermFreq >= 1	PosClassDiff (correct-estimate)	NegClassDiff	PosClassAvDiff	NegClassAvDiff	CorrectClass1pos	CorrectClass2pos	CorrectClass3pos	CorrectClass4pos	CorrectClass5pos	CorrectClass1neg	CorrectClass2neg	CorrectClass3neg	CorrectClass4neg	CorrectClass5neg	
germany	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
typically	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
traverse	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
surprises	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
yhis	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
modelservice	2	0	0	0.0	0.0	0	2	0	0	0	2	0	0	0	0	
services	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
await	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
resourcesviewtest	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
controlflowviewtest	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
controlflowviewfiltering	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
element2viewmap	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
sirius	2	0	0	0.0	0.0	2	0	0	0	0	0	2	0	0	0	
diagram	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
outline	2	0	0	0.0	0.0	2	0	0	0	0	0	2	0	0	0	
utilization	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
revtree	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
fan	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
createpopupmenu	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
bumped	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
createmergeconflictinfo	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
createmergeconflictinfor	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
mergeresult	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
conflmict	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
uncontrolling	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
javadoc	3	3	3	1.0	1.0	2	0	0	1	0	1	0	1	1	0	
lastelement	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
flaky	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
meantime	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
omitting	1	1	1	1.0	1.0	0	1	0	0	0	0	1	0	0	0	
kinds	1	1	1	1.0	1.0	0	1	0	0	0	0	1	0	0	0	
proposals	1	1	1	1.0	1.0	0	1	0	0	0	0	1	0	0	0	
company	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
retrieve	2	0	0	0.0	0.0	1	1	0	0	0	1	1	0	0	0	
esf	2	0	0	0.0	0.0	0	2	0	0	0	0	2	0	0	0	
tips	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
polarsys	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
papyrus	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
director	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
accessed	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
getsubstitutionspaths	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
candidatepath	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
performok	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
performapply	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
scratch	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
gather	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
ascidoc	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
camel	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
alltests	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
filterdowndown	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
showdropdownfilter	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
paintline	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
createdisplaystring	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
lineheight	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
decided	2	2	1	1.0	0.5	1	0	1	0	0	1	1	0	0	0	
patrick	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
relation	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
harmful	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
oldheadid	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
oldheadlog	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
724	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
contributed	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
mylyn	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
sometimes	2	0	0	0.0	0.0	2	0	0	0	0	1	1	0	0	0	
ternary	2	0	0	0.0	0.0	2	0	0	0	0	1	1	0	0	0	
iresource	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
endings	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
objectid	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
icon	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
getlocaion	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
getlocalizedmessage	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
deriving	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
gerritcommand	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
setters	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
illegalargumentexception	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
geton	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
namedelement	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
getfuncname	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
guards	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
translator	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
commentpopupdialog	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
geteditable	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
simplest	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
dobeforetest	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
throwable	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
addressed	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
44706	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
comparator	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
nonnullbydefault	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
getresource	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
loadondemand	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
lazy	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
imagepath	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
refactoring	4	0	0	0.0	0.0	3	1	0	0	0	1	3	0	0	0	
sneaked	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
asap	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
mac	2	0	0	0.0	0.0	2	0	0	0	0	0	2	0	0	0	
sed	2	0	0	0.0	0.0	2	0	0	0	0	0	2	0	0	0	
expansions	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
refill	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
covers	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
final's	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
switched	2	0	0	0.0	0.0	1	1	0	0	0	0	1	1	0	0	
refreshlabelimagejob	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
permissionauthoritysessionmanagerlistener	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
encapsulated	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
decorations	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
lockdecorationupdater	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
views	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
wdt	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
preferred	3	0	0	0.0	0.0	2	0	0	1	0	2	1	0	0	0	
mutually	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
exclusive	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
buildr	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
manipulated	1	0	0	0.0	0.0	0	0	0	1	0	0	1	0	0	0	
willing	1	0	0	0.0	0.0	0	0	0	1	0	0	1	0	0	0	
naive	1	0	0	0.0	0.0	0	0	0	1	0	0	1	0	0	0	
jndi	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
pooling	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
refreshing	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
mergeable	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
mergeop	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
verifymergeability	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
applicable	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
fyi	2	0	1	0.0	0.5	1	1	0	0	0	1	1	0	0	0	
82	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
newstatement	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
noisy	1	1	0	1.0	0.0	0	1	0	0	0	0	1	0	0	0	
initially	2	0	0	0.0	0.0	1	1	0	0	0	1	1	0	0	0	
expanded	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
booleans	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
grok	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
rs	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
getstring	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
circumstances	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
successful	2	0	0	0.0	0.0	0	0	2	0	0	2	0	0	0	0	
nope	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
formulate	2	0	0	0.0	0.0	1	0	0	1	0	0	2	0	0	0	
exits	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
blocks	4	0	0	0.0	0.0	2	2	0	0	0	0	4	0	0	0	
rawtext	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
manipulate	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
datetimeutils	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
setcurrentmillisprovider	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
changeeditit	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
annotated	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
acceptance	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
complaining	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
sshdaddress	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
consistently	2	0	0	0.0	0.0	2	0	0	0	0	1	1	0	0	0	
caller's	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
srcs	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
modifies	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
yay	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
impractical	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
scriptrunner	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
$site	4	0	0	0.0	0.0	4	0	0	0	0	4	0	0	0	0	
$sitepath	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
stand	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
sanitize	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
units	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
providing	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
30s	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
400	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
404	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
differentiate	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
contributing	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
evaluation	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
metadataupdate	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
oriented	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
assisted	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
batchrefupdate	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
gitweb	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
outputs	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
defeat	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
improving	1	0	0	0.0	0.0	0	1	0	0	0	0	0	1	0	0	
respect	1	0	0	0.0	0.0	0	1	0	0	0	0	0	1	0	0	
visibility	1	0	0	0.0	0.0	0	1	0	0	0	0	0	1	0	0	
felt	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
despite	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
love	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
interested	3	0	0	0.0	0.0	0	3	0	0	0	2	1	0	0	0	
mainly	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
patchsetid	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
filled	3	0	0	0.0	0.0	1	0	0	2	0	1	0	2	0	0	
validatechangelist	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
cherrypick	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
restapi	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
acts	2	0	0	0.0	0.0	1	1	0	0	0	2	0	0	0	0	
revisions	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
patchsets	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
changeapi	3	0	0	0.0	0.0	3	0	0	0	0	3	0	0	0	0	
restful	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
reasoned	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
wui	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
approvaltable	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
testchanges	1	1	1	1.0	1.0	0	1	0	0	0	0	1	0	0	0	
continuing	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
currentpatchsetid	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
gracefully	1	0	0	0.0	0.0	0	0	1	0	0	0	1	0	0	0	
passes	1	0	2	0.0	2.0	0	1	0	0	0	0	0	1	0	0	
supply	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
sometime	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
raising	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
21	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
isbase64	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
binaryresult	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
speaking	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
myself	2	0	0	0.0	0.0	1	1	0	0	0	1	1	0	0	0	
literals	2	0	0	0.0	0.0	0	2	0	0	0	1	1	0	0	0	
subtracted	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
surroundings	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
entering	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
buck	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
gitiles	3	3	0	1.0	0.0	0	3	0	0	0	3	0	0	0	0	
$workspace	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
rounding	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
skew	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
tweaking	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
booth	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
cramtmp	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
securestoreloadutil	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
echoed	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
tryparse	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
compileexception	2	0	0	0.0	0.0	2	0	0	0	0	0	2	0	0	0	
findsubclasses	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
lazily	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
blame	2	0	0	0.0	0.0	2	0	0	0	0	0	2	0	0	0	
stringkey	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
i5df6f0c5	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
deliberately	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
kept	3	0	2	0.0	0.6666667	3	0	0	0	0	1	1	1	0	0	
oversight	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
childnodes	2	0	0	0.0	0.0	0	2	0	0	0	2	0	0	0	0	
adminsetparent	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
sshd	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
oops	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
gerrit's	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
launching	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
daemon	2	1	0	0.5	0.0	1	1	0	0	0	2	0	0	0	0	
preferences	2	0	0	0.0	0.0	1	0	1	0	0	2	0	0	0	0	
finishes	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
mine	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
changecontrol	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
threshold	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
reformat	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
shuts	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
unloggedfailure	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
caneditchangelabels	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
manual	2	0	3	0.0	1.5	1	0	0	1	0	0	1	0	1	0	
wrapping	3	0	3	0.0	1.0	2	1	0	0	0	0	2	0	1	0	
narrower	1	0	3	0.0	3.0	1	0	0	0	0	0	0	0	1	0	
fixme	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
opencl	2	0	0	0.0	0.0	1	1	0	0	0	1	1	0	0	0	
magnus	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
frequently	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
experimentation	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
anybody	2	0	1	0.0	0.5	1	1	0	0	0	0	2	0	0	0	
cheaper	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
compression	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
invests	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
approximations	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
architecture	2	0	0	0.0	0.0	1	0	0	1	0	1	1	0	0	0	
fastest	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
xeons	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
dual	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
workstation	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
processors	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
xeon	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
e5	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
sim	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
workflow	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
em	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
equil	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
phases	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
dirs	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
mdrun	2	0	0	0.0	0.0	2	0	0	0	0	1	1	0	0	0	
mpi	3	0	0	0.0	0.0	1	0	2	0	0	3	0	0	0	0	
plain	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
ifdefs	2	0	0	0.0	0.0	1	1	0	0	0	1	1	0	0	0	
installing	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
ends	2	0	0	0.0	0.0	1	1	0	0	0	1	1	0	0	0	
mdp	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
hyphens	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
underscores	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
gromp	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
cmakein	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
compromise	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
selectable	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
r46	1	0	2	0.0	2.0	1	0	0	0	0	0	0	1	0	0	
gromacs	2	3	1	1.5	0.5	1	0	0	0	1	0	2	0	0	0	
analysisneighborhoodsearch	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
implpointer	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
setmode	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
gmx	7	0	0	0.0	0.0	3	1	2	1	0	5	2	0	0	0	
loops	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
exceeds	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
alternating	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
traversal	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
declaring	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
cores	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
openmp	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
cc	1	2	2	2.0	2.0	0	0	1	0	0	0	0	1	0	0	
ic	1	2	2	2.0	2.0	0	0	1	0	0	0	0	1	0	0	
cxx	2	2	2	1.0	1.0	1	0	1	0	0	0	1	1	0	0	
icpc	1	2	2	2.0	2.0	0	0	1	0	0	0	0	1	0	0	
mmic	2	4	4	2.0	2.0	0	0	2	0	0	0	0	2	0	0	
cxxflags	1	2	2	2.0	2.0	0	0	1	0	0	0	0	1	0	0	
compiling	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
exp	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
sum	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
histograms	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
themselves	2	0	0	0.0	0.0	2	0	0	0	0	1	0	1	0	0	
multipoint	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
executes	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
linear	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
algebra	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
simd	8	3	2	0.375	0.25	4	0	0	3	1	0	8	0	0	0	
kernels	2	0	0	0.0	0.0	2	0	0	0	0	0	2	0	0	0	
verlet	2	0	0	0.0	0.0	2	0	0	0	0	0	2	0	0	0	
replicated	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
compilerflag	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
checkpoint	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
startingfromcheckpoint	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
nodename	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
arrayid	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
postponed	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
specifies	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
xvg	2	0	0	0.0	0.0	0	2	0	0	0	2	0	0	0	0	
introducing	2	0	0	0.0	0.0	1	1	0	0	0	2	0	0	0	0	
enumerated	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
filetype	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
imp	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
misusing	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
preprocessor	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
pme	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
anynow	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
met	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
joseph	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
coffland	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
replying	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
gear	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
gmxoptionutilities	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
positive	1	0	0	0.0	0.0	0	0	1	0	0	0	1	0	0	0	
angle	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
unary	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
width	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
evident	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
bonds	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
bond	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
